"";"title";"first_name";"last_name";"full_name";"gender";"date_birth";"place_birth";"country_birth";"date_death";"religion";"family_stat";"occupation";"party";"time";"legislature";"elect_distr";"faction";"mandate_type"
"5343";"";"Karl-Hans";"Lagershausen";"Karl-Hans Lagershausen";"männlich";"19.04.1924";"Gittelde am Harz";NA;"31.08.1988";"evangelisch";"verheiratet, 4 Kinder";"Landwirt";"CDU";2;"8";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"5346";"";"Uwe";"Lambinus";"Uwe Lambinus";"männlich";"21.07.1941";"Würzburg";NA;"31.12.2019";"evangelisch";"verheiratet, 2 Kinder";"Bürgermeister a. D., Amtsrat im Notardienst a. D.";"SPD";2;"8";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"5347";"Dr.";"Otto";"Lambsdorff";"Dr. Otto Lambsdorff";"männlich";"20.12.1926";"Aachen";NA;"05.12.2009";"evangelisch";"verheiratet, 3 Kinder";"Rechtsanwalt";"FDP";2;"8";NA;"Fraktion der Freien Demokratischen Partei";"Landesliste"
"5348";"";"Karl";"Lamers";"Karl Lamers";"männlich";"11.11.1935";"Königswinter";NA;NA;"katholisch";"verheiratet, 1 Kind";"Angestellter";"CDU";2;"10";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"5349";"Dr.";"Norbert";"Lammert";"Dr. Norbert Lammert";"männlich";"16.11.1948";"Bochum";NA;NA;"katholisch";"verheiratet, 4 Kinder";"Präsident DBT a. D., Vizepräsident DBT a. D., Dipl.-Sozialwissenschaftler";"CDU";2;"10";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"5350";"";"Helmut";"Lamp";"Helmut Lamp";"männlich";"03.07.1946";"Schönberg / Krs. Plön";NA;NA;"evangelisch";"verheiratet, 3 Kinder";"Bauer";"CDU";2;"13";"6";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"5351";"";"Egon";"Lampersbach";"Egon Lampersbach";"männlich";"09.08.1917";"Holzwickede";NA;"16.12.1982";"evangelisch";"verheiratet, 1 Kind";"Einzelhandelskaufmann";"CDU";2;"6";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"5353";"";"Katharina";"Landgraf";"Katharina Landgraf";"weiblich";"24.02.1954";"Kirchengel / Krs Sondershausen, Bezirk Erfurt";NA;NA;"evangelisch-lutherisch";"verheiratet, 4 Kinder";"Dipl.-Meliorationsingenieurin";"CDU";2;"19";"154";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"5355";"";"Heinz F.";"Landré";"Heinz F. Landré";"männlich";"24.09.1930";"Herford";NA;"02.06.1999";"evangelisch";"verheiratet, 2 Kinder";"Geschäftsführer, Diplomingenieur";"CDU";2;"9";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"5356";"";"Georg";"Lang";"Georg Lang";"männlich";"10.05.1913";"Pösing";NA;"01.06.1965";"katholisch";"keine Angaben";"Angestellter";"CSU";2;"3";"201";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"5357";"";"Brigitte";"Lange";"Brigitte Lange";"weiblich";"06.11.1939";"Mauersberg / Erzgebirge";NA;"14.03.2012";"ohne Angaben";"verheiratet, 3 Kinder";"Hausfrau";"SPD";2;"13";"129";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"5358";"";"Erwin";"Lange";"Erwin Lange";"männlich";"10.05.1914";"Essen";NA;"30.10.1991";"ohne Angaben";"verheiratet, 3 Kinder";"Schriftsetzer, Betriebsleiter";"SPD";2;"2";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"5360";"";"Walter";"Langebeck";"Walter Langebeck";"männlich";"09.06.1910";"Kiel";NA;"20.10.1998";"ohne Angaben";"verheiratet, 3 Kinder";"Geschäftsführer";"SPD";2;"5";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"5363";"Dr.";"Manfred";"Langner";"Dr. Manfred Langner";"männlich";"28.06.1941";"Kattowitz / Oberschlesien";NA;NA;"katholisch";"verheiratet, 4 Kinder";"Rechtsanwalt und Notar";"CDU";2;"9";"133";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"5365";"";"Detlev";"Larcher";"Detlev Larcher";"männlich";"30.03.1937";"Hermannstadt";"Rumänien";NA;"ohne Angaben";"verheiratet, 3 Kinder";"Dipl.-Sozialwirt";"SPD";2;"13";"28";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"5366";"";"Dieter";"Lattmann";"Dieter Lattmann";"männlich";"15.02.1926";"Potsdam";NA;"17.04.2018";"ohne Angaben";"verheiratet, 2 Kinder";"Schriftsteller";"SPD";2;"8";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"5367";"";"Herbert";"Lattmann";"Herbert Lattmann";"männlich";"29.11.1944";"Kirchdorf / Landkrs. Hannover";NA;NA;"evangelisch";"verheiratet, 2 Kinder";"Betriebswirt";"CDU";2;"10";"42";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"5368";"Prof. Dr.";"Paul";"Laufs";"Prof. Dr. Paul Laufs";"männlich";"22.06.1938";"Tuttlingen";NA;NA;"katholisch";"verheiratet, 5 Kinder";"Dipl.-Ingenieur, Professor, Parl. Staatssekretär a. D.";"CDU";2;"9";"168";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"5369";"";"Karl-Josef";"Laumann";"Karl-Josef Laumann";"männlich";"11.07.1957";"Riesenbeck";NA;NA;"katholisch";"verheiratet, 3 Kinder";"Maschinenschlosser";"CDU";2;"13";"98";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"5370";"Dr.";"Lauritz";"Lauritzen";"Dr. Lauritz Lauritzen";"männlich";"20.01.1910";"Kiel";NA;"05.06.1980";"evangelisch";"verheiratet, 4 Kinder";"Verwaltungsjurist, Bundesmister a. D.";"SPD";2;"7";"7";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"5372";"";"Hans";"Lautenschlager";"Hans Lautenschlager";"männlich";"20.01.1919";"Montenich / Metz";NA;"19.09.2007";"ohne Angaben";"verheiratet";"Stadtamtmann a. D.";"SPD";2;"4";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"5374";"";"Georg";"Leber";"Georg Leber";"männlich";"07.10.1920";"Obertiefenbach";NA;"21.08.2012";"katholisch";"verheiratet, 1 Kind";"Vizepräsident DBT a. D., Bundesminister a. D.";"SPD";2;"4";"140";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"5376";"";"Andrea";"Lederer";"Andrea Lederer";"weiblich";"04.10.1957";"Bad Reichenhall";NA;NA;"ohne Angaben";"verheiratet";"Rechtsanwältin";"PDS";2;"13";NA;"Gruppe der Partei des Demokratischen Sozialismus";"Landesliste"
"5382";"";"Eugen";"Leibfried";"Eugen Leibfried";"männlich";"16.04.1897";"Guttenbach";NA;"12.10.1978";"evangelisch";"keine Angaben";"Landwirt";"CDU";2;"2";"181";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"5384";"";"Albert";"Leicht";"Albert Leicht";"männlich";"01.03.1922";"Hagenbach / Pfalz";NA;"02.10.1994";"katholisch";"verheiratet, 2 Kinder";"Regierungsdirektor a. D.";"CDU";2;"4";"162";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"5385";"";"Robert";"Leidinger";"Robert Leidinger";"männlich";"03.07.1941";"Passau";NA;NA;"ohne Angaben";"verheiratet, 2 Kinder";"Oberstleutnant a. D.";"SPD";2;"12";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"5386";"Dr.";"Walter";"Leiske";"Dr. Walter Leiske";"männlich";"07.02.1889";"Berlin";NA;"22.10.1971";"evangelisch";"verheiratet";"Bürgermeister";"CDU";2;"3";"141";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"5389";"";"Ernst";"Lemmer";"Ernst Lemmer";"männlich";"28.04.1898";"Remscheid";NA;"18.08.1970";"evangelisch";"verwitwet";"Journalist, Bundesminister a. D.";"CDU";2;"2";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"5390";"";"Karl Heinz";"Lemmrich";"Karl Heinz Lemmrich";"männlich";"28.09.1926";"Zella-Mehlis / Thüringen";NA;"24.04.2018";"evangelisch";"verheiratet, 2 Kinder";"Dipl.-Ingenieur";"CSU";2;"5";"240";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"5391";"";"Hans";"Lemp";"Hans Lemp";"männlich";"11.12.1928";"Vechta";NA;"08.07.2014";"katholisch";"verheiratet, 5 Kinder";"Verkaufsleiter";"SPD";2;"6";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"5392";"";"Hubert";"Lemper";"Hubert Lemper";"männlich";"21.12.1919";"Bergheim / Erft";NA;"19.10.1990";"ohne Angaben";"verheiratet, 2 Kinder";"Verwaltungsbeamter a. D.";"SPD";2;"5";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"5393";"";"Helmut";"Lenders";"Helmut Lenders";"männlich";"13.08.1922";"Wuppertal";NA;"20.01.2002";"ohne Angaben";"verheiratet";"Gewerkschaftssekretär";"SPD";2;"6";"75";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"5394";"";"Klaus";"Lennartz";"Klaus Lennartz";"männlich";"03.03.1944";"Efferen / jetzt Hürth (Rheinland)";NA;"05.11.2019";"ohne Angaben";"verheiratet, 2 Kinder";"Versicherungskaufmann, Landrat a. D.";"SPD";2;"10";"57";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"5396";"";"Aloys";"Lenz";"Aloys Lenz";"männlich";"10.02.1910";"Vochem";NA;"01.03.1976";"katholisch";"verheiratet";"Verbandsangestellter";"CDU";2;"2";"65";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"5397";"Dr.";"Carl Otto";"Lenz";"Dr. Carl Otto Lenz";"männlich";"05.06.1930";"Berlin";NA;NA;"katholisch";"verheiratet, 5 Kinder";"Rechtsanwalt und Notar, Generalsekretär a. D.";"CDU";2;"6";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"5398";"";"Hans";"Lenz";"Hans Lenz";"männlich";"12.07.1907";"Trossingen";NA;"28.08.1968";"evangelisch";"verheiratet, 3 Kinder";"Verwaltungsdirektor";"FDP";2;"3";NA;"Fraktion der Freien Demokratischen Partei";"Landesliste"
"5401";"";"Franz";"Lenze";"Franz Lenze";"männlich";"13.10.1910";"Balve";NA;"28.04.2005";"katholisch";"verheiratet";"Studienrat a. D.";"CDU";2;"3";"121";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"5402";"";"Christian";"Lenzer";"Christian Lenzer";"männlich";"19.02.1933";"Herborn-Burg / Dillkreis";NA;NA;"evangelisch";"verheiratet, 3 Kinder";"Oberstudienrat a. D.";"CDU";2;"7";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"5403";"";"Gottfried";"Leonhard";"Gottfried Leonhard";"männlich";"14.03.1895";"Nöttingen";NA;"07.10.1983";"evangelisch";"verheiratet";"Bijouterietechniker";"CDU";2;"2";"178";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"5404";"";"Günther";"Leonhart";"Günther Leonhart";"männlich";"31.08.1929";"Bad Kreuznach";NA;"23.03.2003";"evangelisch";"verheiratet, 2 Kinder";"Bürgermeister a. D.";"SPD";2;"10";"150";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"5405";"Dr.";"Renate";"Lepsius";"Dr. Renate Lepsius";"weiblich";"21.06.1927";"Berlin";NA;"28.06.2004";"evangelisch";"verheiratet, 1 Kind";"Historikerin, Hausfrau";"SPD";2;"7";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"5406";"";"Josef";"Lermer";"Josef Lermer";"männlich";"03.11.1894";"Oberwalting";NA;"15.07.1964";"katholisch";"verheiratet, 7 Kinder";"Bauer";"CSU";2;"3";"212";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"5408";"";"Edmund";"Leukert";"Edmund Leukert";"männlich";"24.02.1904";"Reichenberg / Sudetenland";NA;"10.05.1983";"katholisch";"verheiratet";"Direktor";"CSU";2;"3";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"5409";"";"Kurt";"Leuschner";"Kurt Leuschner";"männlich";"16.04.1936";"Wismar / Mecklenburg";NA;"19.11.1996";"ohne Angaben";"verheiratet";"Regierungsdirektor a. D.";"SPD";2;"9";"3";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"5410";"";"Sabine";"Leutheusser-Schnarrenberger";"Sabine Leutheusser-Schnarrenberger";"weiblich";"26.07.1951";"Minden / Westfalen";NA;NA;"ohne Angaben";"verheiratet";"Rechtsanwältin, Ltd. Reg. Dir. a. D., Bundesjustizministerin";"FDP";2;"13";"210";"Fraktion der Freien Demokratischen Partei";"Landesliste"
"5412";"Dr.";"Paul";"Leverkuehn";"Dr. Paul Leverkuehn";"männlich";"31.07.1893";"Lübeck";NA;"01.03.1960";"evangelisch";"verheiratet";"Rechtsanwalt";"CDU";2;"3";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"5414";"";"Karl";"Liedtke";"Karl Liedtke";"männlich";"10.03.1925";"Bochum";NA;"19.07.2008";"evangelisch";"verheiratet, 2 Kinder";"Rektor a. D.";"SPD";2;"6";"117";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"5415";"";"Harry";"Liehr";"Harry Liehr";"männlich";"15.05.1927";"Berlin";NA;NA;"evangelisch";"verheiratet, 2 Kinder";"Technischer Angestellter";"SPD";2;"5";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"5416";"";"Editha";"Limbach";"Editha Limbach";"weiblich";"01.02.1933";"Berlin";NA;NA;"katholisch";"verheiratet, 4 Kinder";"Historikerin, Journalistin, Hausfrau";"CDU";2;"12";"63";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"5417";"Dr.";"Jürgen";"Linde";"Dr. Jürgen Linde";"männlich";"07.02.1935";"Braunschweig";NA;NA;"ohne Angaben";"verheiratet, 2 Kinder";"Jurist";"SPD";2;"9";"47";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"5419";"Dr.";"Heinrich";"Lindenberg";"Dr. Heinrich Lindenberg";"männlich";"02.10.1902";"Berlin";NA;"17.11.1982";"evangelisch-lutherisch";"verheiratet";"Rechtsanwalt und Notar";"CDU";2;"3";"53";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"5420";"Dr.";"Hermann";"Lindrath";"Dr. Hermann Lindrath";"männlich";"29.06.1896";"Eisleben";NA;"27.02.1960";"evangelisch";"verheiratet";"Bundesminister für wirschaftlichen Besitz des Bundes";"CDU";2;"3";"180";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"5421";"";"Helmut";"Link";"Helmut Link";"männlich";"06.02.1927";"Frankfurt/Main";NA;"26.02.2009";"katholisch";"verheiratet, 1 Kind";"Elektromechaniker";"CDU";2;"7";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"5422";"";"Walter";"Link";"Walter Link";"männlich";"21.07.1937";"Siegen";NA;"15.01.2010";"evangelisch";"verheiratet";"Diakon und Sportlehrer";"CDU";2;"11";"28";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"5424";"";"Josef";"Linsmeier";"Josef Linsmeier";"männlich";"17.09.1944";"Haar / Landkrs. München";NA;NA;"katholisch";"verheiratet, 1 Kind";"Rechtsanwalt";"CSU";2;"10";"208";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"5425";"";"Eduard";"Lintner";"Eduard Lintner";"männlich";"04.11.1944";"Marktlangendorf / Krs. Sternberg (Sudetenland)";NA;NA;"katholisch";"verheiratet, 4 Kinder";"Rechtsanwalt, Parl. Staatssekretär a. D.";"CSU";2;"9";"234";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"5426";"Dr.";"Helmut";"Lippelt";"Dr. Helmut Lippelt";"männlich";"24.03.1932";"Celle";NA;"03.01.2018";"ohne Angaben";"verheiratet";"Lehrer";"BÜNDNIS 90/DIE GRÜNEN";2;"13";"37";"Fraktion Bündnis 90/Die Grünen";"Landesliste"
"5427";"Dr.";"Klaus W.";"Lippold";"Dr. Klaus W. Lippold";"männlich";"14.02.1943";"Bochum";NA;NA;"römisch-katholisch";"verheiratet, 2 Kinder";"Dipl.-Volkswirt";"CDU";2;"12";"142";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"5428";"Dr.";"Manfred";"Lischewski";"Dr. Manfred Lischewski";"männlich";"02.09.1940";"Königsberg / Ostpreußen";NA;NA;"evangelisch";"verheiratet, 1 Kind";"Dipl.-Chemiker";"CDU";2;"13";"292";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"5429";"";"Gertrud";"Lockmann";"Gertrud Lockmann";"weiblich";"29.04.1895";"Hamburg";NA;"10.09.1962";"ohne Angaben";"keine Angaben";"Helferin in Steuersachen";"SPD";2;"2";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"5430";"";"Josef";"Löbbert";"Josef Löbbert";"männlich";"26.05.1916";"Gelsenkirchen";NA;"22.02.1996";"ohne Angaben";"verheiratet, 2 Kinder";"Werkmeister";"SPD";2;"6";"97";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"5434";"";"Lothar";"Löffler";"Lothar Löffler";"männlich";"11.08.1929";"Berlin";NA;"17.01.2005";"evangelisch";"verheiratet, 2 Kinder";"Oberschulrat a. D.";"SPD";2;"6";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"5435";"";"Paul";"Löher";"Paul Löher";"männlich";"29.06.1924";"Dortmund-Hörde";NA;"27.02.1995";"katholisch";"verheiratet, 2 Kinder";"Industriekaufmann";"CDU";2;"7";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"5436";"Dr.";"Walter";"Löhr";"Dr. Walter Löhr";"männlich";"27.09.1911";"Darmstadt";NA;"04.10.1976";"katholisch";"verheiratet, 2 Kinder";"Professor, Diplomvolkswirt";"CDU";2;"3";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"5437";"";"Christa";"Lörcher";"Christa Lörcher";"weiblich";"24.06.1941";"Mewe / Krs. Dirschau";NA;NA;"ohne Angaben";"verheiratet";"Unterrichtsschwester";"SPD";2;"13";"190";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"5438";"";"Dorothea";"Lösche";"Dorothea Lösche";"weiblich";"31.05.1906";"Hagen / Westfalen";NA;"22.11.1985";"ohne Angaben";"verwitwet, 1 Kind";"Hausfrau";"SPD";2;"5";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"5440";"";"Fritz";"Logemann";"Fritz Logemann";"männlich";"09.06.1907";"Vohrde bei Bassum / Niedersachsen";NA;"24.09.1993";"evangelisch";"verheiratet, 2 Kinder";"Landwirt, Parl. Staatssekretär";"FDP";2;"4";NA;"Fraktion der Freien Demokratischen Partei";"Landesliste"
"5441";"";"Klaus";"Lohmann";"Klaus Lohmann";"männlich";"17.03.1936";"Witten";NA;NA;"ohne Angaben";"verheiratet, 2 Kinder";"Bergingenieur";"SPD";2;"11";"111";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"5442";"";"Wolfgang";"Lohmann";"Wolfgang Lohmann";"männlich";"29.05.1935";"Castrop-Rauxel";NA;NA;"evangelisch";"verheiratet, 4 Kinder";"Dipl.-Kaufmann";"CDU";2;"11";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"5443";"Dr.";"Ulrich";"Lohmar";"Dr. Ulrich Lohmar";"männlich";"30.04.1928";"Engelskirchen / Bergisches Land";NA;"28.11.1991";"ohne Angaben";"verheiratet, 2 Kinder";"o. Professor";"SPD";2;"6";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"5447";"Dr.";"Peter";"Lorenz";"Dr. Peter Lorenz";"männlich";"22.12.1922";"Berlin";NA;"06.12.1987";"evangelisch";"verheiratet, 2 Kinder";"Jurist, Parl. Staatsekretär a. D.";"CDU";2;"9";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"5449";"";"Rudi";"Lotze";"Rudi Lotze";"männlich";"29.10.1921";"Hannover-Münden";NA;"17.10.1971";"evangelisch";"verheiratet, 1 Kind";"Geschäftsführer";"SPD";2;"6";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"5451";"";"Julius";"Louven";"Julius Louven";"männlich";"18.02.1933";"St. Hubert";NA;NA;"katholisch";"verheiratet, 3 Kinder";"Konditormeister";"CDU";2;"10";"80";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"5452";"";"Ortwin";"Lowack";"Ortwin Lowack";"männlich";"25.12.1942";"Gleiwitz / Oberschlesien";NA;NA;"evangelisch";"verheiratet, 3 Kinder";"Rechtsanwalt";"CSU";2;"10";"223";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"5453";"Dr.";"Paul";"Luchtenberg";"Dr. Paul Luchtenberg";"männlich";"03.06.1890";"Burscheid";NA;"07.04.1973";"evangelisch";"keine Angaben";"Prof., Hochschullehrer i. R., Landwirt";"FDP";2;"2";NA;"Fraktion der Freien Demokratischen Partei";"Landesliste"
"5454";"Dr.";"Christine";"Lucyga";"Dr. Christine Lucyga";"weiblich";"06.04.1944";"Kolberg / Pommern";NA;NA;"ohne Angaben";"verheiratet, 1 Kind";"Fremdsprachenlehrerin, Literaturwissenschaftlerin";"SPD";2;"12";"265";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"5455";"Dr.";"Manfred";"Luda";"Dr. Manfred Luda";"männlich";"08.06.1921";"Schweidnitz";NA;"24.11.2014";"ohne Angaben";"verheiratet";"Rechtsanwalt und Notar";"CDU";2;"5";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"5457";"";"Adolf";"Ludwig";"Adolf Ludwig";"männlich";"27.06.1892";"Pirmasens";NA;"18.02.1962";"ohne Angaben";"verheiratet";"Landesvorsitzender des DGB i. R.";"SPD";2;"2";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"5458";"Dr.";"Heinrich";"Lübke";"Dr. Heinrich Lübke";"männlich";"14.10.1894";"Enkhausen";NA;"06.04.1972";"katholisch";"verheiratet";"Bundesminister für Ernährung, Landwirtschaft und Forsten";"CDU";2;"2";"86";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"5459";"";"Johannes";"Lücke";"Johannes Lücke";"männlich";"07.07.1901";"Osnabrück";NA;"19.12.1968";"ohne Angaben";"verheiratet";"Angestellter";"SPD";2;"4";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"5460";"";"Paul";"Lücke";"Paul Lücke";"männlich";"13.11.1914";"Schöneborn";NA;"10.08.1976";"katholisch";"verheiratet, 6 Kinder";"Bundesminister a. D.";"CDU";2;"2";"72";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"5461";"";"Hans August";"Lücker";"Hans August Lücker";"männlich";"21.02.1915";"Krümmel";NA;"28.12.2007";"katholisch";"verheiratet, 3 Kinder";"Kammerdirektor a. D.";"CSU";2;"3";"242";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
